pathway	gene	frequency	log_likelihood	correlation	baysian	rank	pubmed_id
ACTIN_BINDING	PPM1B	1	6.12757599121	-0.000333662267563	0.00473933649289	40	7929588
ACTIN_BINDING	CDKN1C	1	5.46200974361	-0.000333662267563	0.00473933649289	41	8985118
ACTIN_BINDING	CNTNAP1	1	6.12757599121	-0.000333662267563	0.00473933649289	42	9334353
ACTIN_BINDING	KIAA1211	1	5.46200974361	-0.00047188322137	0.00473933649289	43	11867228
ACTIN_BINDING	EVL	1		0.126283914745	0.00473933649289	44	15656790
ACTIN_BINDING	ACVR1B	1	5.46200974361	-0.000333662267563	0.00473933649289	45	12364468
ACTIN_BINDING	ACVR2A	2		0.126283914745	0.00947867298578	46	8636304,12364468
ACTIN_BINDING	PTK2B	1	4.58201861399	-0.000630608867214	0.00473933649289	47	26916021
ACTIN_BINDING	INS	2	0.427066320379	0.00176573049892	0.0142180094787	48	2779582,16350724
ACTIN_BINDING	AICDA	1	4.58201861399	0.0836438222159	0.00473933649289	49	12952985
ACTIN_BINDING	EPB41	3	15.4083818086	-0.00047188322137	0.0142180094787	50	8400303,8429050,8463254
ACTIN_BINDING	AFDN	1	4.97069737164	-0.000447665165923	0.00473933649289	51	25808489
ACTIN_BINDING	DST	2		0.0629751262388	0.00947867298578	52	11845288,16797530
ACTIN_BINDING	NCOR2	1	4.97069737164	-0.00047188322137	0.00473933649289	53	21194564
ACTIN_BINDING	VCL	3	19.2887751382	-0.00047188322137	0.0142180094787	54	22613835,26168869,26493222
ACTIN_BINDING	ABR	1		0.126283914745	0.00473933649289	55	28349680
ACTIN_BINDING	LASP1	1	3.98849598784	0.0250319878513	0.00473933649289	56	16276103
ACTIN_BINDING	CD47	1	1.55706697796	0.00740959704054	0.00947867298578	57	28533511
ACTIN_BINDING	MAPK9	1	3.98849598784	0.0357852283363	0.00473933649289	58	15240004
ACTIN_BINDING	SOD1	1	1.9276085145	0.0287511652397	0.00473933649289	59	19840884
ACTIN_BINDING	FGF7	1	3.98849598784	-0.000544894216159	0.00473933649289	60	22195012
ACTIN_BINDING	SOX10	1		0.0629751262388	0.00473933649289	61	22316291
ACTIN_BINDING	AKT1	1	0.0565464586834	0.00758557073458	0.00473933649289	62	26916021
ACTIN_BINDING	FLNC	2	13.1651131174	-0.000556132100798	0.00947867298578	63	9791010
ACTIN_BINDING	FST	1	3.75187477714	-0.000577953111972	0.00473933649289	64	9395712
ACTIN_BINDING	C4B	1	2.64777957252	-0.00109003827874	0.00473933649289	65	15972725
ACTIN_BINDING	RHO	1	2.15867126384	-0.00108260330481	0.00473933649289	66	9490638
ACTIN_BINDING	PTEN	1	0.97707159014	-0.00154524285062	0.00473933649289	67	9823969
ACTIN_BINDING	FN1	1	0.0692483834573	-0.00193323274314	0.00473933649289	68	21738681
ACTIN_BINDING	HLA-C	1	2.33593833563	-0.000963402397377	0.00473933649289	69	11042201
ACTIN_BINDING	BCL2A1	1	2.64777957252	-0.00113479502821	0.00473933649289	70	20354261
ACTIN_BINDING	MAP2K7	1	2.00054640078	-0.00113897009539	0.00473933649289	71	20156194
ACTIN_BINDING	GLI1	1	1.79232423578	0.0107071872258	0.00473933649289	72	17925019
ACTIN_BINDING	PSMB5	1	0.0156849641935	-0.0027485937868	0.00473933649289	73	8088819
ACTIN_BINDING	PPP1CA	1	2.24466934492	-0.000996144191127	0.00473933649289	74	23213405
ACTIN_CYTOSKELETON_REORGANIZATION	XBP1	1	3.75642256712	0.242204070706	0.166666666667	1	27701635
ACTIN_CYTOSKELETON_REORGANIZATION	PDLIM5	1	9.6517760022	-0.000170841221492	0.0833333333333	2	10196227
ACTIN_CYTOSKELETON_REORGANIZATION	RHOA	1	9.05634137942	0.482014717312	0.0833333333333	3	27701635
ACTIN_CYTOSKELETON_REORGANIZATION	RPE	1	12.0334899758	0.681756779599	0.0833333333333	4	27701635
ACTIN_CYTOSKELETON_REORGANIZATION	MYLK3	1	12.7126276834	0.312293620835	0.0833333333333	5	18006482
ACTIN_CYTOSKELETON_REORGANIZATION	MAPK3	1	7.46454717568	0.0587008462669	0.0833333333333	6	18006482
ACTIN_CYTOSKELETON_REORGANIZATION	RHO	1	8.49931718572	0.414365324913	0.0833333333333	7	27701635
ACTIN_CYTOSKELETON_REORGANIZATION	VEGFA	1	2.75363286579	0.125022364024	0.0833333333333	8	27701635
ACTIN_CYTOSKELETON_REORGANIZATION	AFDN	1	11.5286053632	0.139593126226	0.0833333333333	9	20691405
ACTIN_CYTOSKELETON_REORGANIZATION	NF2	1	8.81446246046	-0.0001521934078	0.0833333333333	10	9537418
ACTININ_BINDING	PDLIM5	1	11.8794286298	-0.00017189268211	0.25	1	15140894
ACTININ_BINDING	AFDN	1	13.7586655576	0.316153483542	0.25	2	15140894
ACTININ_BINDING	LMO7	2		0.707086525761	0.5	3	15140894
ACTION_POTENTIAL	KCNE1	1	7.90918375744	0.0505723971038	0.0181818181818	1	23608591
ACTION_POTENTIAL	KCNQ1	3	22.8536665771	0.26883382889	0.109090909091	2	10843888,23608591
ACTION_POTENTIAL	CFTR	1	5.10414336843	0.0478246317543	0.0363636363636	3	8692817
ACTION_POTENTIAL	GJA1	1	6.39560429309	0.0678543105201	0.0181818181818	4	8970160
ACTION_POTENTIAL	SCN5A	4	29.9749863184	0.117708952954	0.0909090909091	5	23376825,27586294,29457789
ACTION_POTENTIAL	NOS1	1	4.63281834847	0.104513433298	0.0181818181818	6	23376825
ACTION_POTENTIAL	CACNA1D	2	19.3113002931	0.152373592582	0.0545454545455	7	28592699
ACTION_POTENTIAL	SCN2B	1		0.609992466031	0.0181818181818	8	24337656
ACTION_POTENTIAL	KCNC3	1	8.58476499084	-0.000234811292574	0.0181818181818	9	20712895
ACTION_POTENTIAL	IL2	1	4.8536651748	0.0354914424599	0.0181818181818	10	18927291
ACTION_POTENTIAL	SNTA1	1		0.457452841548	0.0181818181818	11	23376825
ACTION_POTENTIAL	MUSK	1	7.00916092662	-0.000230250908553	0.0181818181818	12	22158720
ACTION_POTENTIAL	SCN1B	1	9.62724659475	0.609992466031	0.0181818181818	13	24337656
ACTION_POTENTIAL	SCN2A	1		0.609992466031	0.0181818181818	14	24337656
ACTION_POTENTIAL	KCND2	1	7.40785582317	-0.000287592165018	0.0181818181818	15	14572458
ACTION_POTENTIAL	FGF14	1	9.62724659475	-0.000166031901076	0.0181818181818	16	16166153
ACTION_POTENTIAL	KCNH2	2	12.846651115	0.0489933629674	0.0545454545455	17	10414305,20547678
ACTION_POTENTIAL	GJA5	1	8.58476499084	-0.000166031901076	0.0181818181818	18	8970160
ACTION_POTENTIAL	PRDM16	1	8.58476499084	-0.000166031901076	0.0181818181818	19	24389249
ACTION_POTENTIAL	KCNC1	1	7.00916092662	-0.000191070109887	0.0181818181818	20	15946675
ACTION_POTENTIAL	HCN4	1		0.152373592582	0.0363636363636	21	19165230
ACTION_POTENTIAL	SCFV	1	6.14896521356	-0.000271141904221	0.0181818181818	22	18927291
ACTION_POTENTIAL	SCN3A	1		0.609992466031	0.0181818181818	23	24337656
ACTION_POTENTIAL	KCNIP2	1		0.152373592582	0.0181818181818	24	15946675
ACTION_POTENTIAL	KCNQ2	1	6.14896521356	-0.000287592165018	0.0181818181818	25	25998125
ACTION_POTENTIAL	PAX6	1	6.67828258191	-0.000166031901076	0.0181818181818	26	24135434
ACTION_POTENTIAL	ACHE	1	3.10926406423	-0.00070195187449	0.0181818181818	27	22759693
ACTION_POTENTIAL	BMP7	1		0.152373592582	0.0181818181818	28	24389249
ACTION_POTENTIAL	IL6	1	2.40307249431	-0.000979298796006	0.0181818181818	29	16148236
ACTION_POTENTIAL	DDIT3	1	1.82163040171	-0.000977266530329	0.0181818181818	30	27939059
ACTION_POTENTIAL	VEGFA	1	0.0394188457285	-0.00181425120609	0.0181818181818	31	7929268
ACTION_POTENTIAL	INS	1	0.788923244865	-0.0012938097869	0.0181818181818	32	16186562
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	CAMP	1	8.81252793898	0.285540043593	0.0526315789474	1	26671924
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	CRHR1	2	27.4811772895	0.780362943695	0.421052631579	2	7626087,7846062
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	ADCYAP1R1	2	27.4811772895	0.400790137777	0.105263157895	3	9250719,10562300
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	ADCYAP1	5	64.6953328817	0.168890139916	0.315789473684	4	1730060,8663363,9250719,10562300,11027674
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	PGR	1	7.79601240484	0.0320226017546	0.0526315789474	5	11027674
ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	NF1	1	7.91292442253	0.0821410992003	0.0526315789474	6	26671924
ACUTE_MYELOID_LEUKEMIA	IL3	1	7.37310721015	0.188343382715	0.0232558139535	1	8486685
ACUTE_MYELOID_LEUKEMIA	FLT3	1	6.1459969593	0.0522541418877	0.0232558139535	2	29285262
ACUTE_MYELOID_LEUKEMIA	RUNX1	4	27.7508098299	0.152857596305	0.0581395348837	3	8171026,11243869,20875871,23812420
ACUTE_MYELOID_LEUKEMIA	IRF1	1	5.20675158006	0.0640969693215	0.0232558139535	4	10602416
ACUTE_MYELOID_LEUKEMIA	ABL1	1	3.58549761242	0.101682657708	0.0232558139535	5	27229714
ACUTE_MYELOID_LEUKEMIA	TFE3	1	5.61920723732	0.0298910010907	0.0232558139535	6	29531006
ACUTE_MYELOID_LEUKEMIA	OPN1LW	1	8.04742494697	0.304052928906	0.0116279069767	7	15312679
ACUTE_MYELOID_LEUKEMIA	KMT2A	3	28.9789107292	0.0742360688138	0.0348837209302	8	9679199,11110714,12461747
ACUTE_MYELOID_LEUKEMIA	ETV6	2	14.2567123583	0.157729199796	0.0348837209302	9	12406085,27229714
ACUTE_MYELOID_LEUKEMIA	CD33	2	12.0421861249	0.0938020040624	0.0348837209302	10	25762156,27248327
ACUTE_MYELOID_LEUKEMIA	SOAT1	1	5.02996296261	0.0602058189632	0.0116279069767	11	23812420
ACUTE_MYELOID_LEUKEMIA	ABL2	1	6.1459969593	0.0855328995022	0.0116279069767	12	12406085
ACUTE_MYELOID_LEUKEMIA	EP300	1	7.37310721015	0.372547490824	0.0116279069767	13	15312679
ACUTE_MYELOID_LEUKEMIA	PAG1	1	8.04742494697	0.304052928906	0.0116279069767	14	15312679
ACUTE_MYELOID_LEUKEMIA	MECOM	2	16.1377598238	0.038072048477	0.0348837209302	15	8171026,25331116
ACUTE_MYELOID_LEUKEMIA	FANCB	2	18.2204244819	0.148813924316	0.0232558139535	16	7950925,8563754
ACUTE_MYELOID_LEUKEMIA	ARHGAP24	1	1.94040317991	0.055125704263	0.0348837209302	17	15385938
ACUTE_MYELOID_LEUKEMIA	RUNX1T1	1	8.04742494697	-0.000341786688829	0.0116279069767	18	7493414
ACUTE_MYELOID_LEUKEMIA	WT1-AS	1		0.210690314222	0.0116279069767	19	17940140
ACUTE_MYELOID_LEUKEMIA	BCL10	1	9.08864312683	-0.000241672762356	0.0116279069767	20	10886211
ACUTE_MYELOID_LEUKEMIA	USB1	1	8.04742494697	-0.000341786688829	0.0116279069767	21	26306619
ACUTE_MYELOID_LEUKEMIA	BCR	1	2.80281214602	0.0221261221801	0.0232558139535	22	8616868
ACUTE_MYELOID_LEUKEMIA	BRCA1	1	1.12202922307	0.038353840872	0.0348837209302	23	30254159
ACUTE_MYELOID_LEUKEMIA	MYBL2	1	6.47561158997	-0.000341786688829	0.0116279069767	24	26014440
ACUTE_MYELOID_LEUKEMIA	CD86	1	5.61920723732	-0.000592059756591	0.0116279069767	25	11986949
ACUTE_MYELOID_LEUKEMIA	CSF2	1	7.37310721015	-0.000418613486333	0.0116279069767	26	8486685
ACUTE_MYELOID_LEUKEMIA	TSG101	2	13.3706899348	-0.000527585188278	0.0232558139535	27	9722303
ACUTE_MYELOID_LEUKEMIA	CREBBP	1	8.04742494697	-0.000241672762356	0.0116279069767	28	15312679
ACUTE_MYELOID_LEUKEMIA	GORAB	1	6.87304284488	0.0630945613323	0.0116279069767	29	27248327
ACUTE_MYELOID_LEUKEMIA	CDSN	1	3.43910467828	-0.000512716753703	0.0116279069767	30	24919191
ACUTE_MYELOID_LEUKEMIA	MYB	1	5.40180572274	-0.000483387066491	0.0116279069767	31	2687764
ACUTE_MYELOID_LEUKEMIA	CSF1R	1	5.02996296261	-0.000483387066491	0.0116279069767	32	8652369
ACUTE_MYELOID_LEUKEMIA	PTPRC	1	2.621254233	0.0761659207921	0.0116279069767	33	23812420
ACUTE_MYELOID_LEUKEMIA	RUNX2	1	3.58549761242	0.0491286909984	0.0116279069767	34	11243869
ACUTE_MYELOID_LEUKEMIA	TP53	1	0.0571648441255	0.000650240153811	0.0232558139535	35	22842154
ACUTE_MYELOID_LEUKEMIA	MSH2	1	1.56269152992	0.00742971373611	0.0116279069767	36	12912950
ACUTE_MYELOID_LEUKEMIA	MYC	1	1.13613813446	-0.00188710388559	0.0116279069767	37	1954386
ADHERENS_JUNCTION	CD82	1	7.74463931058	0.188855378226	0.0487804878049	1	14612520
ADHERENS_JUNCTION	KRIT1	1	8.14459705085	0.370532876092	0.0487804878049	2	25988664
ADHERENS_JUNCTION	DAB1	1	5.96847781207	0.0911987743268	0.0487804878049	3	29470947
ADHERENS_JUNCTION	CTNND1	4	31.8568241997	0.151271676991	0.121951219512	4	15033192,22201829,22894777,25009281
ADHERENS_JUNCTION	NECTIN4	1		0.566956018471	0.0975609756098	5	20691405
ADHERENS_JUNCTION	FNBP1L	1	8.64718775643	-0.000275697372763	0.0243902439024	6	26063734
ADHERENS_JUNCTION	DBN1	1	9.32403168862	-0.000261547994362	0.0243902439024	7	28865011
ADHERENS_JUNCTION	SMAD3	1	6.8806546313	0.0664325081707	0.0243902439024	8	30626936
ADHERENS_JUNCTION	LASP1	1	7.12855677202	0.0767129498563	0.0243902439024	9	18677772
ADHERENS_JUNCTION	CTNNB1	1	7.41249804961	0.0664325081707	0.0243902439024	10	15033192
ADHERENS_JUNCTION	CAV1	1		0.377905698349	0.0243902439024	11	29470947
ADHERENS_JUNCTION	AFDN	3	32.941122254	-0.000261547994362	0.0731707317073	12	9334353,10225955,20691405
ADHERENS_JUNCTION	VEZT	1	10.3677759187	0.188855378226	0.0243902439024	13	11080149
ADHERENS_JUNCTION	UPK1B	2		0.133406895376	0.0487804878049	14	15206924
ADHERENS_JUNCTION	UMPS	1	8.64718775643	-0.000194941897469	0.0243902439024	15	9042911
ADHERENS_JUNCTION	PTPRB	1		0.188855378226	0.0487804878049	16	23251467
ADHERENS_JUNCTION	MYO7A	1	10.3677759187	0.133406895376	0.0243902439024	17	11080149
ADHERENS_JUNCTION	TMEM204	2		-0.000275697372763	0.0487804878049	18	15206924
ADHERENS_JUNCTION	NEBL	1	6.46314469737	-0.000337668616588	0.0243902439024	19	18677772
ADHERENS_JUNCTION	FYN	1	5.69757473085	0.0540227272427	0.0243902439024	20	26382759
ADHERENS_JUNCTION	SCN5A	1	5.24931609636	-0.00055378370758	0.0243902439024	21	26382759
ADHERENS_JUNCTIONS_INTERACTIONS	OVOL1	1		1.0	0.0294117647059	1	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	PKP3	1		1.0	0.0294117647059	2	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	S100A14	1		1.0	0.0294117647059	3	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	GRHL1	1		1.0	0.0294117647059	4	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	JUP	1		1.0	0.0294117647059	5	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	ST14	1		0.970141682875	0.0294117647059	6	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	GRHL2	1		1.0	0.0294117647059	7	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	ADAP1	1		1.0	0.0588235294118	8	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	EPN3	1		1.0	0.0588235294118	9	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CRB3	1		1.0	0.0294117647059	10	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	ATP2C2	1		0.970141682875	0.0294117647059	11	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	LLGL2	1		1.0	0.0588235294118	12	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	BSPRY	1		1.0	0.0294117647059	13	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	RAB25	1		0.992277767415	0.0588235294118	14	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	PRSS8	1		0.799987625284	0.0294117647059	15	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CLDN3	1		1.0	0.0294117647059	16	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	SPINT1	1		0.872867394174	0.0294117647059	17	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CLDN4	1		1.0	0.0294117647059	18	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CGN	1		0.970141682875	0.0294117647059	19	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	EHF	1		1.0	0.0294117647059	20	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	PPL	1		0.970141682875	0.0294117647059	21	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CLDN7	1		1.0	0.0294117647059	22	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	LNX1	1		1.0	0.0294117647059	23	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	MARVELD2	1		0.894432317288	0.0294117647059	24	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	CDH1	1		0.894432317288	0.0294117647059	25	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	MARVELD3	1		0.784452440935	0.0294117647059	26	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	TJP3	1		0.970141682875	0.0294117647059	27	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	MYO5B	1		1.0	0.0294117647059	28	24940735
ADHERENS_JUNCTIONS_INTERACTIONS	EPCAM	1		0.894422066928	0.0294117647059	29	24940735
ADIPOGENESIS	INS	4	9.73723147676	0.0509399680356	0.0459770114943	1	9153284,10389855,19366843,29242557
ADIPOGENESIS	PPARA	8	69.6745904788	0.0722574575925	0.0919540229885	2	9153284,10389855,16513680,25437750,24389249,24790595,25223794
ADIPOGENESIS	PPARG	5	40.4568554236	0.133161178187	0.0689655172414	3	11126233,12213587,15564382,19490910,24790595
ADIPOGENESIS	ARSE	3	30.5801011014	0.308442477523	0.0459770114943	4	31206189
ADIPOGENESIS	ADIPOQ	1	7.84430789831	0.231252262366	0.0114942528736	5	29242557
ADIPOGENESIS	REN	1	7.170564742	0.125664755374	0.0114942528736	6	12213587
ADIPOGENESIS	NRIP1	2	19.529132209	0.327255841945	0.0229885057471	7	16923809
ADIPOGENESIS	SLC14A1	1	7.170564742	0.0360134007135	0.0229885057471	8	10653983
ADIPOGENESIS	WRN	1	8.88495153072	0.0768718320516	0.0114942528736	9	28041875
ADIPOGENESIS	IGFBP1	1	7.170564742	0.314746812304	0.0114942528736	10	18466921
ADIPOGENESIS	DLK1	3	30.5801011014	0.0485170558902	0.0459770114943	11	18466921
ADIPOGENESIS	DDR1	2	7.87864969164	-0.000794970549697	0.0229885057471	12	28041875
ADIPOGENESIS	IGF1	1	1.59676280443	0.208055916542	0.0459770114943	13	18466921
ADIPOGENESIS	LOC111162621	1	8.88495153072	0.231252262366	0.0114942528736	14	16923809
ADIPOGENESIS	PNPLA2	1	8.88495153072	-0.000225124403998	0.0114942528736	15	22829614
ADIPOGENESIS	XBP1	3	4.33995598095	0.00328017884977	0.0459770114943	16	19490910
ADIPOGENESIS	LTBP4	1		0.327255841945	0.0114942528736	17	31206189
ADIPOGENESIS	ESRRA	2		0.308442477523	0.0229885057471	18	16923809
ADIPOGENESIS	CFD	1	5.94517843105	0.123359812603	0.0114942528736	19	29242557
ADIPOGENESIS	ADAM12	1	7.170564742	-0.000302043004158	0.0114942528736	20	18607790
ADIPOGENESIS	RAC1	2	10.6532269502	0.0406700910259	0.0229885057471	21	28649629
ADIPOGENESIS	GNB3	1	5.41953816731	-0.000225124403998	0.0114942528736	22	10523525
ADIPOGENESIS	NEAT1	1	5.20271143148	-0.000389949246649	0.0114942528736	23	25437750
ADIPOGENESIS	RHOA	2	11.3661925534	0.018030293298	0.0229885057471	24	28649629
ADIPOGENESIS	INSR	1	3.11597436306	-0.00067413591033	0.0114942528736	25	24389249
ADIPOGENESIS	MACROH2A1	1	4.83201832796	-0.000530692565793	0.0114942528736	26	27800025
ADIPOGENESIS	MTOR	1	2.31857186602	0.0386458350817	0.0114942528736	27	25776557
ADIPOGENESIS	MAPK3	1	2.76900677383	-0.00102164123917	0.0114942528736	28	23801328
AKT_PATHWAY	AKT1	9	56.0988523968	0.194620404947	0.0793650793651	1	20819118,24416389,28677794,29584819
AKT_PATHWAY	AZIN2	3	31.9978254505	0.614637944449	0.0634920634921	2	29584819,30545799
AKT_PATHWAY	PPM1G	1	6.82927227044	0.123312967384	0.015873015873	3	19538940
AKT_PATHWAY	CDKN1A	1	4.76665696217	0.0600974677948	0.015873015873	4	19538940
